desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.204,-0.513,0.586,-0.204002,-0.513008,0.586009,2.14859e-06,7.55599e-06,8.59716e-06,2.46484
-0.204,-0.913,0.586,-0.203996,-0.913002,0.586,4.1234e-06,2.23951e-06,4.59685e-07,4.58668
-0.604,-1.013,0.586,-0.603998,-1.013,0.585995,2.2949e-06,1.41933e-06,4.78676e-06,4.70742
-0.204,-0.913,0.586,-0.203995,-0.912997,0.585998,5.05491e-06,2.61983e-06,1.91561e-06,4.71594
0.196,-1.013,0.586,0.196006,-1.013,0.585991,5.70477e-06,3.34741e-06,9.23565e-06,4.69577
-0.204,-0.513,0.286,-0.204002,-0.512993,0.285992,2.45639e-06,6.98645e-06,8.15681e-06,7.9676
-0.204,-0.513,0.586,-0.203996,-0.513008,0.58601,4.04043e-06,7.79152e-06,9.77571e-06,6.96748
-0.204,-0.513,0.386,-0.204,-0.512994,0.385996,1.46244e-07,5.64214e-06,3.97103e-06,2.3423
-0.204,-1.013,0.586,-0.203993,-1.013,0.586,6.61001e-06,4.76326e-06,1.89681e-07,6.18917
-0.204,-0.513,0.586,-0.204002,-0.513,0.586001,2.07643e-06,4.17977e-07,7.1791e-07,5.94674
