desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.204,-0.513,0.586,-0.204003,-0.513008,0.586007,3.25218e-06,7.58027e-06,6.55487e-06,2.4658
-0.204,-0.913,0.586,-0.203996,-0.913003,0.585997,3.57782e-06,3.07279e-06,3.38455e-06,4.58633
-0.604,-1.013,0.586,-0.603998,-1.013,0.585992,2.11581e-06,1.96494e-06,8.21246e-06,4.70565
-0.204,-0.913,0.586,-0.203995,-0.912996,0.585999,5.48386e-06,3.65413e-06,6.30466e-07,4.6967
0.196,-1.013,0.586,0.196005,-1.013,0.585996,5.11359e-06,3.45047e-06,3.9595e-06,4.69603
-0.204,-0.513,0.286,-0.204002,-0.512994,0.285993,2.13854e-06,5.64858e-06,7.23801e-06,7.98479
-0.204,-0.513,0.586,-0.203996,-0.513007,0.586008,3.64797e-06,7.35475e-06,8.08988e-06,6.96539
-0.204,-0.513,0.386,-0.204,-0.512994,0.385994,3.82964e-07,6.23974e-06,6.19565e-06,2.33455
-0.204,-1.013,0.586,-0.203993,-1.01301,0.586001,6.91805e-06,6.35555e-06,1.22749e-06,6.13633
-0.204,-0.513,0.586,-0.204003,-0.513,0.585997,2.93296e-06,2.49986e-07,3.33887e-06,5.88545
