desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.004,-0.513,0.586,-0.00400036,-0.512993,0.585998,3.57683e-07,6.72842e-06,2.14654e-06,2.4663
-0.204,-0.513,0.586,-0.204003,-0.513003,0.586,2.66906e-06,3.09726e-06,1.90732e-09,2.46928
-0.404,-0.513,0.586,-0.404006,-0.513004,0.586001,5.99642e-06,3.62405e-06,6.87373e-07,2.52577
-0.204,-0.513,0.586,-0.203997,-0.512993,0.585997,2.61163e-06,7.09932e-06,2.9146e-06,2.49087
-0.204,-0.313,0.586,-0.204,-0.312996,0.585992,1.62737e-07,4.42743e-06,8.0173e-06,2.95183
-0.204,-0.513,0.586,-0.203998,-0.513007,0.58601,2.26247e-06,7.41181e-06,1.02808e-05,2.97564
-0.204,-0.713,0.586,-0.203996,-0.713003,0.586001,3.6795e-06,2.5781e-06,7.39142e-07,2.49682
-0.204,-0.513,0.586,-0.204002,-0.512995,0.585992,1.82974e-06,5.15439e-06,7.56521e-06,2.49346
-0.204,-0.513,0.786,-0.203999,-0.512998,0.786017,5.76819e-07,2.06187e-06,1.65369e-05,2.49308
-0.204,-0.513,0.586,-0.203999,-0.512997,0.585986,7.17275e-07,2.6254e-06,1.38782e-05,2.53014
-0.204,-0.513,0.386,-0.203999,-0.512995,0.385993,6.33282e-07,5.10531e-06,7.31494e-06,3.00289
-0.204,-0.513,0.586,-0.204,-0.513002,0.586017,2.48147e-07,1.54459e-06,1.74924e-05,3.00893
-0.31947,-0.62847,0.47053,-0.319478,-0.62847,0.470534,8.02217e-06,1.32021e-07,3.91285e-06,2.54564
-0.204,-0.513,0.586,-0.203996,-0.512999,0.585994,4.3157e-06,8.40545e-07,5.98142e-06,2.51354
-0.31947,-0.62847,0.70147,-0.319479,-0.628471,0.701477,8.61166e-06,5.81414e-07,6.49159e-06,2.56262
-0.204,-0.513,0.586,-0.203995,-0.512995,0.585996,4.56425e-06,5.33935e-06,4.07657e-06,2.52591
-0.31947,-0.39753,0.47053,-0.31947,-0.397524,0.47052,2.27091e-07,5.45982e-06,9.72272e-06,2.49329
-0.204,-0.513,0.586,-0.203995,-0.513,0.586016,4.67856e-06,2.72119e-07,1.59764e-05,2.52125
-0.31947,-0.39753,0.70147,-0.319473,-0.397528,0.701484,2.59832e-06,2.04021e-06,1.36185e-05,2.62291
-0.204,-0.513,0.586,-0.203993,-0.512998,0.58599,7.251e-06,2.46487e-06,9.94406e-06,2.67227
-0.0885299,-0.62847,0.47053,-0.0885244,-0.628473,0.470532,5.5931e-06,2.87046e-06,2.02605e-06,3.08359
-0.204,-0.513,0.586,-0.204003,-0.513001,0.58601,3.18266e-06,1.14014e-06,9.83408e-06,3.07554
-0.0885299,-0.62847,0.70147,-0.0885237,-0.628475,0.70148,6.19999e-06,5.03427e-06,9.85736e-06,2.50253
-0.204,-0.513,0.586,-0.204004,-0.512997,0.585986,3.69668e-06,2.74009e-06,1.41998e-05,2.50709
-0.0885299,-0.39753,0.47053,-0.0885309,-0.397529,0.470525,9.57636e-07,1.34607e-06,4.99968e-06,2.4931
-0.204,-0.513,0.586,-0.204006,-0.513005,0.586007,6.2347e-06,4.50264e-06,7.40787e-06,2.53511
-0.0885299,-0.39753,0.70147,-0.0885309,-0.397529,0.701476,9.37258e-07,9.61391e-07,6.43197e-06,2.62996
-0.204,-0.513,0.586,-0.204006,-0.512999,0.586001,5.74093e-06,8.84736e-07,1.0347e-06,2.62693
