desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.204,-0.513,0.586,-0.204002,-0.513007,0.586006,2.17841e-06,7.13998e-06,5.67871e-06,2.48415
-0.204,-0.913,0.586,-0.203996,-0.913003,0.585998,4.40613e-06,3.30848e-06,2.42932e-06,4.57632
-0.604,-1.013,0.586,-0.603996,-1.013,0.585993,4.15887e-06,2.73272e-06,6.67909e-06,4.69725
-0.204,-0.913,0.586,-0.203995,-0.912996,0.586,5.4429e-06,3.98876e-06,2.51801e-07,4.71672
0.196,-1.013,0.586,0.196005,-1.013,0.585994,4.86536e-06,3.3574e-06,5.64217e-06,4.69558
-0.204,-0.513,0.286,-0.204002,-0.512994,0.285993,2.27537e-06,5.97507e-06,7.18327e-06,7.97847
-0.204,-0.513,0.586,-0.203996,-0.513007,0.586009,3.69331e-06,7.30894e-06,9.1676e-06,6.97537
-0.204,-0.513,0.386,-0.204,-0.512994,0.385996,3.26843e-07,6.34758e-06,3.89267e-06,2.3341
-0.204,-1.013,0.586,-0.203993,-1.01301,0.586001,6.51988e-06,5.97699e-06,8.39049e-07,6.15704
-0.204,-0.513,0.586,-0.204002,-0.513001,0.586001,1.93354e-06,7.44921e-07,8.73931e-07,5.91499
