desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.204,-0.513,0.586,-0.204001,-0.512999,0.585998,7.69691e-07,5.32047e-07,2.18424e-06,2.88964
-0.204,-0.913,0.586,-0.203995,-0.913002,0.586001,5.30453e-06,1.83232e-06,7.22878e-07,4.71797
-0.604,-1.013,0.586,-0.604009,-1.013,0.585991,9.4783e-06,5.70064e-08,8.91762e-06,4.87878
-0.204,-0.913,0.586,-0.203993,-0.912995,0.586002,6.97615e-06,5.49875e-06,2.32473e-06,4.91177
0.196,-1.013,0.586,0.196008,-1.013,0.586001,8.19206e-06,3.82805e-06,1.31681e-06,4.87668
-0.204,-0.513,0.286,-0.204004,-0.512994,0.285992,3.62266e-06,5.60363e-06,8.21544e-06,8.15062
-0.204,-0.513,0.586,-0.203997,-0.513008,0.586002,3.28346e-06,8.22965e-06,1.8315e-06,7.10772
-0.204,-0.513,0.386,-0.204,-0.512987,0.385984,1.49027e-07,1.25745e-05,1.60437e-05,2.53467
-0.204,-1.013,0.586,-0.203993,-1.013,0.585993,6.50828e-06,2.39749e-06,6.60958e-06,6.32721
-0.204,-0.513,0.586,-0.204003,-0.512993,0.58599,2.59954e-06,6.81351e-06,9.58436e-06,6.05294
