desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.004,-0.513,0.586,-0.00400022,-0.513001,0.586004,2.19041e-07,5.51298e-07,4.46709e-06,2.34781
-0.204,-0.513,0.586,-0.204002,-0.513007,0.586011,1.89855e-06,6.8586e-06,1.12162e-05,2.35138
-0.404,-0.513,0.586,-0.404002,-0.513002,0.586002,2.10863e-06,1.50789e-06,2.3133e-06,2.34679
-0.204,-0.513,0.586,-0.203998,-0.512996,0.585988,2.15794e-06,3.64392e-06,1.19475e-05,2.32727
-0.204,-0.313,0.586,-0.204003,-0.312999,0.58599,3.13045e-06,1.02271e-06,1.02213e-05,2.85724
-0.204,-0.513,0.586,-0.203999,-0.513002,0.586013,1.24408e-06,1.68968e-06,1.34066e-05,2.86941
-0.204,-0.713,0.586,-0.203999,-0.712997,0.586007,7.28236e-07,2.61041e-06,7.48584e-06,2.36023
-0.204,-0.513,0.586,-0.204001,-0.512999,0.585988,9.97477e-07,1.25305e-06,1.2271e-05,2.35619
-0.204,-0.513,0.786,-0.204,-0.513004,0.786005,3.07599e-07,3.51744e-06,5.20426e-06,2.34639
-0.204,-0.513,0.586,-0.203999,-0.512995,0.585995,7.8906e-07,5.41625e-06,4.63547e-06,2.34711
-0.204,-0.513,0.386,-0.204,-0.512995,0.386002,3.89497e-07,4.51589e-06,1.60004e-06,2.84904
-0.204,-0.513,0.586,-0.204,-0.513006,0.58601,2.32428e-07,6.22244e-06,1.0053e-05,2.87438
-0.31947,-0.62847,0.47053,-0.319474,-0.628467,0.470531,3.58568e-06,3.02921e-06,1.32971e-06,2.34857
-0.204,-0.513,0.586,-0.203997,-0.513,0.585993,3.24599e-06,3.66408e-07,6.67566e-06,2.35865
-0.31947,-0.62847,0.70147,-0.319477,-0.628471,0.701468,7.30465e-06,7.2705e-07,1.98477e-06,2.35632
-0.204,-0.513,0.586,-0.203997,-0.512998,0.58599,2.96152e-06,2.31535e-06,9.70264e-06,2.362
-0.31947,-0.39753,0.47053,-0.319473,-0.397531,0.470529,3.42738e-06,1.24926e-06,4.96961e-07,2.34692
-0.204,-0.513,0.586,-0.203996,-0.513003,0.586012,3.64385e-06,3.3137e-06,1.20032e-05,2.33732
-0.31947,-0.39753,0.70147,-0.319474,-0.397533,0.701479,3.90722e-06,2.61842e-06,9.28871e-06,2.48009
-0.204,-0.513,0.586,-0.204,-0.512999,0.586003,4.70729e-07,1.05769e-06,3.05652e-06,2.44902
-0.0885299,-0.62847,0.47053,-0.0885323,-0.628472,0.470537,2.34781e-06,1.6682e-06,7.14657e-06,2.93871
-0.204,-0.513,0.586,-0.204002,-0.513005,0.586007,2.18908e-06,4.53163e-06,6.56059e-06,2.95184
-0.0885299,-0.62847,0.70147,-0.0885279,-0.628474,0.701478,2.06219e-06,3.60296e-06,8.18197e-06,2.34896
-0.204,-0.513,0.586,-0.204002,-0.512999,0.585986,2.41908e-06,7.70476e-07,1.44954e-05,2.35326
-0.0885299,-0.39753,0.47053,-0.0885276,-0.397532,0.470527,2.35695e-06,1.62606e-06,3.29116e-06,2.33538
-0.204,-0.513,0.586,-0.204004,-0.513004,0.586007,3.53972e-06,3.75425e-06,6.93191e-06,2.362
-0.0885299,-0.39753,0.70147,-0.088527,-0.397533,0.701475,2.91023e-06,3.42243e-06,4.96369e-06,2.49699
-0.204,-0.513,0.586,-0.204004,-0.512998,0.586008,3.60144e-06,2.41933e-06,8.46844e-06,2.50813
