desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.204,-0.513,0.586,-0.204002,-0.512996,0.586007,2.2332e-06,3.80745e-06,7.45182e-06,2.49629
-0.204,-0.913,0.586,-0.203996,-0.912999,0.586012,4.16879e-06,1.25307e-06,1.19647e-05,4.56494
-0.604,-1.013,0.586,-0.603995,-1.013,0.586,4.80056e-06,3.01072e-06,4.18471e-07,4.71631
-0.204,-0.913,0.586,-0.204007,-0.912993,0.585988,7.14388e-06,7.30378e-06,1.16537e-05,4.71573
0.196,-1.013,0.586,0.195998,-1.013,0.586006,1.81098e-06,2.9016e-06,5.67657e-06,4.71529
-0.204,-0.513,0.286,-0.204,-0.512992,0.285999,4.16219e-08,8.27622e-06,9.30778e-07,7.98726
-0.204,-0.513,0.586,-0.203996,-0.513004,0.586003,3.6435e-06,4.14857e-06,2.97701e-06,7.00661
-0.204,-0.513,0.386,-0.204001,-0.512996,0.386,6.32325e-07,4.03038e-06,3.73542e-07,2.36509
-0.204,-1.013,0.586,-0.203994,-1.01301,0.585996,5.86137e-06,5.11243e-06,3.87323e-06,6.17602
-0.204,-0.513,0.586,-0.204001,-0.513003,0.585997,1.36784e-06,3.38873e-06,3.37491e-06,5.92596
