desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.204,-0.513,0.586,-0.204,-0.513,0.585998,2.72632e-07,3.31639e-07,2.2327e-06,2.83988
-0.204,-0.913,0.586,-0.203995,-0.913003,0.586006,4.74172e-06,3.15067e-06,6.48479e-06,4.69732
-0.604,-1.013,0.586,-0.604012,-1.013,0.585989,1.20375e-05,4.50022e-07,1.13481e-05,4.82631
-0.204,-0.913,0.586,-0.203989,-0.912995,0.586003,1.05789e-05,4.89772e-06,3.1005e-06,4.84668
0.196,-1.013,0.586,0.196011,-1.013,0.586004,1.14383e-05,3.31397e-06,3.7738e-06,4.82654
-0.204,-0.513,0.286,-0.204003,-0.512995,0.285992,2.87249e-06,5.28358e-06,8.42374e-06,8.13258
-0.204,-0.513,0.586,-0.203996,-0.513008,0.585998,3.58977e-06,7.56835e-06,1.70665e-06,7.11737
-0.204,-0.513,0.386,-0.204,-0.512985,0.385981,2.54565e-07,1.4613e-05,1.94509e-05,2.47569
-0.204,-1.013,0.586,-0.203994,-1.013,0.585997,6.25927e-06,2.2153e-06,3.14921e-06,6.28788
-0.204,-0.513,0.586,-0.204003,-0.512992,0.585989,2.61652e-06,7.6743e-06,1.06066e-05,6.07583
