timestamp,vx,vy,vz,vmag
2.808e-06,1.19736e-06,9.45764e-07,1.73351e-06,2.30937e-06
0.092743,0.000420007,-8.91609e-05,-1.54169e-05,0.000429644
0.153945,0.00281639,1.05423e-05,-4.30426e-05,0.00281674
0.215606,0.00610305,4.67875e-05,-2.55918e-05,0.00610328
0.266682,0.00912202,5.32599e-05,2.27986e-05,0.00912221
0.327603,0.0129104,1.87738e-05,4.03018e-05,0.0129105
0.388383,0.0155029,6.16209e-05,-4.12403e-05,0.0155031
0.44938,0.0144346,-4.03553e-05,4.29823e-05,0.0144347
0.510236,0.0211754,3.79723e-05,-1.16533e-05,0.0211754
0.571075,0.0252841,-2.25258e-05,1.73143e-05,0.0252841
0.631807,0.0277712,-3.18607e-05,-1.47726e-05,0.0277712
0.692597,0.0311957,-6.74869e-05,-5.94507e-05,0.0311958
0.753485,0.0344926,-0.00017603,1.57896e-05,0.0344931
0.814845,0.0382641,-3.33036e-05,-6.00234e-06,0.0382641
0.865567,0.0296713,3.58628e-06,5.81195e-05,0.0296713
0.927015,0.0442213,-6.16693e-05,0.000107733,0.0442215
0.987933,0.0460291,-8.77809e-05,3.28745e-05,0.0460292
1.04876,0.0539172,-0.00012697,-3.81747e-05,0.0539174
1.10959,0.0399184,-0.000109789,-1.6217e-05,0.0399186
1.17085,0.0562586,-0.000100121,-4.38768e-05,0.0562587
1.23159,0.0592435,-0.000139851,4.44235e-05,0.0592436
1.29241,0.0626309,-5.3919e-05,6.0077e-05,0.0626309
1.3532,0.0652442,-0.000122788,9.07306e-05,0.0652444
1.41411,0.0697313,-0.000212715,-4.72042e-05,0.0697316
1.46488,0.0526248,-0.000115685,-4.79507e-05,0.0526249
1.52584,0.0756184,-0.000284453,6.17179e-05,0.075619
1.5866,0.0781453,-9.98062e-05,0.000140694,0.0781455
1.64741,0.0808318,-0.00032412,-4.89131e-06,0.0808325
1.70811,0.083964,-0.00037139,-0.000131614,0.0839649
1.76897,0.0881573,-0.000242711,1.73222e-05,0.0881576
1.82974,0.0906728,-0.000345789,0.000167879,0.0906736
1.8906,0.0712564,-1.41864e-05,2.64367e-05,0.0712564
1.95138,0.0932758,-0.00043529,-3.18453e-05,0.0932768
2.01215,0.0980277,-0.000369179,-3.77886e-05,0.0980284
2.07296,0.0934191,-0.000197157,4.1533e-05,0.0934193
2.13373,0.0948692,-0.00028247,5.40598e-05,0.0948696
2.18446,0.0707025,-9.87793e-05,1.49732e-05,0.0707026
2.24532,0.0935011,-0.000505854,-4.37833e-06,0.0935025
2.30635,0.0929186,-0.000296683,4.95132e-05,0.0929191
2.36728,0.091266,-0.000488674,-9.73045e-05,0.0912674
2.42848,0.0866504,-0.000277987,0.000156601,0.086651
2.48928,0.0853587,-0.000199871,4.77638e-05,0.0853589
2.55013,0.0608215,-0.000199702,5.12964e-06,0.0608219
2.61108,0.0783126,-0.000128071,5.13613e-06,0.0783127
