timestamp,vx,vy,vz,vmag
4.156e-06,2.2797e-06,-9.06567e-07,-1.11022e-14,2.45334e-06
0.0306937,1.12017e-06,-8.96819e-07,1.46548e-06,2.05103e-06
0.0915877,0.00121391,-0.00011196,-1.20045e-05,0.00121912
0.153361,0.00681947,4.08615e-05,-1.36072e-05,0.00681961
0.215059,0.00958833,0.000211268,-0.000133181,0.00959158
0.26575,0.0217975,-3.25101e-05,0.000118879,0.0217979
0.326775,0.0291532,2.06148e-05,-7.56886e-05,0.0291533
0.387577,0.0368258,-0.000149008,5.51651e-05,0.0368262
0.448564,0.0463049,-0.000146484,4.05725e-05,0.0463052
0.509402,0.0534584,-0.000145,-2.77093e-05,0.0534586
0.570293,0.0455349,4.91758e-05,6.37135e-05,0.045535
0.631154,0.0678043,-0.000121866,0.000131303,0.0678045
0.693974,0.0758513,-0.000139372,1.21909e-05,0.0758514
0.744768,0.0850493,-0.000514458,-8.57867e-05,0.0850509
0.805968,0.0910473,-0.000283305,-1.57897e-05,0.0910477
0.86679,0.093418,-0.000249067,0.000176366,0.0934185
0.92784,0.0704377,-0.000233013,7.61203e-05,0.0704382
0.988612,0.0953019,-0.000448315,-0.000154576,0.095303
1.04956,0.0935952,-0.000259655,0.000116852,0.0935956
1.11069,0.0994416,-0.000115327,0.0001096,0.0994417
1.17171,0.0934214,-0.000517237,-0.000107102,0.0934229
1.2326,0.0708352,-6.61724e-05,-2.65944e-05,0.0708352
1.2834,0.0948527,-0.000522442,0.000134074,0.0948542
1.34423,0.0933656,-0.000139158,8.90614e-05,0.0933658
1.40508,0.0948703,-0.000582361,-9.37194e-06,0.0948721
1.46587,0.0935087,-0.000305423,-3.06773e-05,0.0935092
1.52668,0.0948677,-0.000434642,1.04372e-05,0.0948687
1.58744,0.0708007,-4.64095e-05,2.58918e-05,0.0708007
1.6485,0.093291,-0.00036379,6.29783e-05,0.0932917
1.70934,0.0948138,-0.000284363,-2.42839e-05,0.0948142
1.77021,0.0935565,-0.000298729,-1.81535e-05,0.093557
1.83119,0.0933474,-0.000440361,-1.11664e-05,0.0933484
1.89199,0.0948597,-0.000104432,6.24215e-05,0.0948598
1.95269,0.093333,-0.00042367,3.07534e-05,0.093334
2.00347,0.0707535,-2.05612e-06,9.13899e-05,0.0707536
2.06429,0.0949186,-0.00058333,-2.42658e-05,0.0949204
2.12527,0.0933579,-0.00021978,2.39826e-05,0.0933582
2.18608,0.0948599,-0.000506307,-4.60149e-05,0.0948613
2.24704,0.0933203,-0.000286949,5.83287e-06,0.0933207
2.30857,0.0946392,-0.00030389,-1.68267e-05,0.0946397
2.36946,0.0649403,-0.000227686,9.18937e-06,0.0649407
2.43044,0.0805068,-0.000134364,8.03254e-06,0.0805069
2.49131,0.0716793,-0.000255482,-4.2324e-05,0.0716798
2.55237,0.06411,-3.89509e-05,3.48754e-05,0.0641101
2.60353,0.0563521,-0.00015165,-1.49407e-05,0.0563524
2.66456,0.0465356,-0.000110429,-1.21465e-05,0.0465358
2.72551,0.0315804,4.35397e-06,2.05838e-05,0.0315804
2.78661,0.0319741,3.93384e-05,-2.07686e-05,0.0319742
2.84781,0.0265376,4.40652e-05,-5.85378e-06,0.0265376
2.90857,0.0169077,-7.71756e-05,4.86059e-07,0.0169079
2.96954,0.00961043,-4.79784e-05,-5.08886e-06,0.00961055
3.03144,0.00106751,-9.8496e-06,-2.54669e-06,0.00106756
timestamp,vx,vy,vz,vmag
1.0763e-05,-1.42438e-06,1.64496e-06,1.86251e-06,2.86421e-06
0.0305977,1.60814e-06,-2.13887e-06,-1.35357e-06,2.99884e-06
0.0916851,-0.00277374,2.12786e-05,5.0956e-07,0.00277382
0.152425,-0.00812892,5.22758e-05,-1.09984e-06,0.00812909
