timestamp,vx,vy,vz,vmag
3.66e-06,3.65595e-08,8.51086e-07,2.24822e-06,2.4042e-06
0.041552,2.32684e-06,-1.47346e-07,2.11709e-06,3.14928e-06
0.10241,0.00127612,-0.000111041,-2.18783e-05,0.00128113
0.163552,0.00710042,4.0834e-05,-1.5676e-05,0.00710055
0.215063,0.0144847,0.000215182,-0.000103083,0.0144866
0.275755,0.0167718,-3.82247e-05,7.69697e-05,0.016772
0.336675,0.0292595,4.77347e-06,-7.03614e-05,0.0292596
0.397719,0.0369489,-0.000141141,5.08476e-05,0.0369492
0.459503,0.0457677,-0.00014031,3.50868e-05,0.0457679
0.523323,0.0544224,-0.00011954,-1.92656e-05,0.0544225
0.574596,0.0607383,-4.38619e-05,8.26338e-05,0.0607383
0.635841,0.0528247,-8.88091e-05,0.000102552,0.0528249
0.696687,0.0748711,-0.000200518,4.32335e-05,0.0748713
0.757977,0.0861884,-0.000474475,-9.90299e-05,0.0861898
0.819243,0.0896356,-0.000235393,-6.5149e-06,0.0896359
0.880523,0.100821,-0.000240765,0.00018201,0.100821
0.941367,0.0710096,-0.000249972,6.95795e-05,0.0710101
1.0022,0.0945758,-0.000300419,-0.000131116,0.0945764
1.06355,0.0936791,-0.0002241,0.000135031,0.0936795
1.11431,0.094936,-0.00017184,8.52157e-05,0.0949362
1.1753,0.0934803,-0.000642513,-0.000108086,0.0934825
1.23639,0.0948673,-0.000231717,-7.14327e-06,0.0948676
1.29713,0.0692792,-0.00034324,0.000120669,0.0692802
1.35813,0.0947599,-5.94302e-05,6.55616e-05,0.09476
1.41896,0.0934881,-0.000510512,-1.63536e-05,0.0934895
1.4798,0.0949281,-0.000263682,-4.21814e-05,0.0949285
1.54062,0.0931325,-0.000343251,4.18876e-05,0.0931331
1.6015,0.0950454,-0.000198363,4.3439e-05,0.0950456
1.6624,0.0707396,-0.000109727,3.1593e-05,0.0707397
1.71313,0.0949592,-0.00039902,-2.76676e-05,0.09496
