timestamp,vx,vy,vz,vmag
3.564e-06,-1.40772e-06,7.16525e-07,-3.55526e-07,1.6191e-06
0.137426,-2.45626e-06,8.75561e-07,-1.22125e-13,2.60764e-06
0.199472,2.43528e-06,-9.68415e-07,1.11022e-14,2.62077e-06
0.426547,0.00562729,-5.43708e-05,7.97627e-05,0.00562812
0.479223,0.0116695,-5.18711e-06,1.30267e-05,0.0116695
0.543111,0.029296,0.00019623,-0.000281986,0.029298
0.599036,0.0332509,-7.79795e-05,9.60776e-05,0.0332511
0.652209,0.0395493,-0.00017094,8.28628e-05,0.0395498
0.712947,0.0341947,-0.000221951,0.000288038,0.0341966
0.78422,0.0112619,-2.97619e-06,-7.24425e-05,0.0112621
0.848562,0.000669353,0.000228935,-0.000208032,0.000737375
timestamp,vx,vy,vz,vmag
3.189e-06,-1.50424e-06,-6.37595e-07,-3.08764e-08,1.63408e-06
0.0741636,-0.00102031,0.00020369,-9.24033e-05,0.00104454
0.125083,-0.0118904,-3.09675e-05,-7.89172e-05,0.0118907
0.191461,-0.0238493,-0.000298777,0.000427371,0.023855
0.245653,-0.0434444,-4.81134e-05,-6.09644e-05,0.0434444
0.306455,-0.0299221,-8.71411e-06,-6.86676e-05,0.0299222
0.367609,-0.0340122,-4.20113e-05,-0.000215747,0.0340129
0.435404,-0.0180378,0.000162633,-4.49064e-05,0.0180386
timestamp,vx,vy,vz,vmag
3.03e-06,3.74494e-06,-5.1296e-07,2.2603e-06,4.40416e-06
0.0626381,-5.30452e-05,7.39631e-06,-1.36907e-06,5.35758e-05
0.123832,-0.00927495,-2.96163e-05,4.93784e-05,0.00927513
0.18505,-0.0183363,-0.000191182,0.000275647,0.0183394
0.245893,-0.040845,7.98894e-06,-0.000211305,0.0408455
0.306838,-0.0404038,0.000104394,-3.08617e-05,0.040404
0.367997,-0.0293896,2.30505e-05,-9.5531e-05,0.0293898
0.429105,-0.0248133,0.000247902,-0.000357029,0.0248171
0.481068,-0.00344022,-0.000208924,0.000192024,0.0034519
timestamp,vx,vy,vz,vmag
3.33e-06,9.01388e-07,9.16342e-07,1.70141e-06,2.13237e-06
0.0383285,1.22399e-07,1.97128e-06,1.27014e-06,2.34823e-06
0.104575,0.00555462,-0.000132188,0.000182712,0.00555919
0.157667,0.0159638,0.000164663,-0.00019172,0.0159658
0.219279,0.0357117,-5.93126e-05,-0.000108127,0.0357119
0.28059,0.0418077,-9.40088e-05,-3.83906e-05,0.0418078
0.331618,0.0395805,-8.1555e-06,9.20512e-05,0.0395806
