timestamp,vx,vy,vz,vmag
3.438e-06,7.76641e-08,1.80799e-06,1.08089e-06,2.10789e-06
0.0203958,3.38256e-06,-1.87609e-06,5.09138e-07,3.90136e-06
0.0813878,0.000936244,-0.000107678,-2.18737e-05,0.000942669
0.143112,0.0124563,9.39079e-05,-3.5358e-05,0.0124568
0.203981,0.0227193,0.000186736,-0.000196073,0.0227209
0.254749,0.0433663,-0.000156975,0.00022692,0.0433672
0.315571,0.0397631,-0.000186383,0.000167566,0.0397639
0.376414,0.0353539,-0.000229243,0.000306173,0.035356
0.437241,0.0105793,-3.44982e-05,-2.49875e-05,0.0105794
timestamp,vx,vy,vz,vmag
3.044e-06,-1.14152e-06,4.31682e-07,0,1.22041e-06
0.0304168,-2.30716e-06,-4.22601e-07,-1.57885e-06,2.82743e-06
0.0914275,-0.00556427,0.000163146,-0.00020436,0.00557041
0.15225,-0.0158627,-0.000140156,0.00020897,0.0158647
0.21307,-0.0355724,-0.000217763,0.000177969,0.0355735
0.27404,-0.041944,1.50883e-05,-7.16274e-05,0.0419441
0.334818,-0.0394606,-0.000139318,-6.41407e-06,0.0394609
0.395627,-0.0246286,0.000245767,-0.000325033,0.024632
0.456695,-0.00348185,-9.98106e-05,0.000134784,0.00348589
timestamp,vx,vy,vz,vmag
3.094e-06,2.31999e-06,8.03229e-08,-1.99404e-06,3.06023e-06
0.0305663,9.1491e-07,1.38116e-06,1.05854e-06,1.966e-06
0.0916895,-0.00584104,-4.37118e-05,6.95428e-05,0.00584162
0.152768,-0.011359,7.12272e-05,-0.000110543,0.0113597
0.213677,-0.0292206,-0.000261158,0.000267829,0.029223
0.274504,-0.042951,0.000108713,-0.00017092,0.0429515
0.335274,-0.0397779,4.18968e-05,-5.69794e-05,0.039778
0.396043,-0.030878,0.00027234,-0.000398173,0.0308817
0.456889,-0.00611052,-0.000115198,0.000112658,0.00611264
timestamp,vx,vy,vz,vmag
2.75e-06,2.38349e-06,8.90306e-07,2.83386e-07,2.56007e-06
0.0306057,6.06812e-06,-1.50854e-06,-2.93895e-06,6.90907e-06
0.0913666,0.00557738,-0.000104009,7.1845e-05,0.00557882
0.152212,0.0115357,-1.62608e-05,6.74009e-05,0.0115359
0.212865,0.029289,0.00015893,-0.000287309,0.0292909
0.273691,0.043073,-0.000178837,1.75088e-05,0.0430733
0.334546,0.0393392,-2.40694e-05,7.87475e-05,0.0393393
0.396561,0.0308276,-0.000218544,0.000364463,0.0308306
0.458627,0.00677182,0.00015084,-0.000172248,0.00677568
timestamp,vx,vy,vz,vmag
3.149e-06,-1.11518e-06,1.01448e-06,-5.47578e-07,1.60395e-06
0.0310256,5.33719e-07,6.63311e-05,3.25383e-05,7.3884e-05
0.0919597,9.77834e-05,0.00938645,-0.000306056,0.00939195
0.153214,-6.74269e-05,0.0183282,0.000159041,0.018329
0.214054,-2.97726e-05,0.0408828,0.000152467,0.0408831
0.275049,-2.05658e-05,0.0303309,-6.86976e-05,0.030331
0.335886,-7.69646e-06,0.0395929,0.000388558,0.0395948
0.396618,-2.42951e-05,0.0242955,0.000363414,0.0242982
