desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.104,-0.513,0.586,-0.103996,-0.513004,0.586006,3.77069e-06,4.17749e-06,5.97957e-06,1.60298
-0.204,-0.513,0.586,-0.20401,-0.512994,0.585994,9.70276e-06,6.00745e-06,6.36733e-06,1.59465
-0.304,-0.513,0.586,-0.303997,-0.512986,0.585986,3.35622e-06,1.3827e-05,1.3864e-05,1.60254
-0.204,-0.513,0.586,-0.203996,-0.513001,0.586005,3.90173e-06,7.05603e-07,4.67721e-06,1.59692
-0.204,-0.413,0.586,-0.203999,-0.413028,0.586011,1.00903e-06,2.81484e-05,1.05136e-05,1.65668
-0.204,-0.513,0.586,-0.203999,-0.512999,0.585989,1.25326e-06,6.60145e-07,1.12601e-05,1.66318
-0.204,-0.613,0.586,-0.203999,-0.612966,0.585988,1.02106e-06,3.44953e-05,1.17686e-05,1.60157
-0.204,-0.513,0.586,-0.203999,-0.513093,0.58602,7.26727e-07,9.25031e-05,2.04122e-05,1.59739
-0.204,-0.513,0.686,-0.204,-0.512999,0.685999,4.48387e-07,1.33172e-06,8.54502e-07,1.60127
-0.204,-0.513,0.586,-0.204,-0.512998,0.585999,1.09299e-07,1.52484e-06,6.836e-07,1.59126
-0.204,-0.513,0.486,-0.204,-0.512997,0.485991,1.85248e-08,3.40164e-06,9.4422e-06,1.60498
-0.204,-0.513,0.586,-0.203999,-0.513001,0.58601,6.27119e-07,9.77499e-07,9.98962e-06,1.5972
-0.261735,-0.570735,0.528265,-0.26174,-0.570737,0.528252,4.62289e-06,2.3004e-06,1.27417e-05,1.59932
-0.204,-0.513,0.586,-0.203998,-0.512995,0.586006,1.87121e-06,5.40006e-06,6.26749e-06,1.6044
-0.261735,-0.570735,0.643735,-0.261738,-0.570737,0.643737,3.08482e-06,2.46849e-06,1.57168e-06,1.59499
-0.204,-0.513,0.586,-0.203997,-0.512995,0.585998,2.52847e-06,4.88807e-06,2.1372e-06,1.59671
-0.261735,-0.455265,0.528265,-0.261737,-0.455261,0.528263,2.26643e-06,3.69355e-06,1.66472e-06,1.60612
-0.204,-0.513,0.586,-0.204,-0.512996,0.585998,9.61835e-09,4.0278e-06,2.02885e-06,1.60003
-0.261735,-0.455265,0.643735,-0.261738,-0.455262,0.643737,2.68944e-06,2.77025e-06,1.83033e-06,1.6005
-0.204,-0.513,0.586,-0.204,-0.512994,0.586015,1.72276e-08,5.85174e-06,1.51858e-05,1.59565
-0.146265,-0.570735,0.528265,-0.14626,-0.570734,0.528261,4.70453e-06,7.3905e-07,4.17785e-06,1.59788
-0.204,-0.513,0.586,-0.204003,-0.512998,0.586001,2.90706e-06,2.47032e-06,1.46661e-06,1.5955
-0.146265,-0.570735,0.643735,-0.146259,-0.570733,0.643735,5.48373e-06,1.71365e-06,4.36811e-07,1.60636
-0.204,-0.513,0.586,-0.204004,-0.512996,0.585998,4.3084e-06,3.81285e-06,1.9353e-06,1.59702
-0.146265,-0.455265,0.528265,-0.146274,-0.455275,0.528281,8.89567e-06,9.5908e-06,1.64297e-05,1.59219
-0.204,-0.513,0.586,-0.204001,-0.513003,0.585996,1.13318e-06,2.72072e-06,4.39025e-06,1.60785
-0.146265,-0.455265,0.643735,-0.146264,-0.455261,0.643737,7.65784e-07,4.10147e-06,1.58276e-06,1.59246
-0.204,-0.513,0.586,-0.204004,-0.513001,0.585991,3.69029e-06,1.20643e-06,9.10853e-06,1.60164
