desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.004,-0.513,0.586,-0.00399614,-0.512998,0.585999,3.85561e-06,1.90173e-06,1.12425e-06,3.09519
-0.204,-0.513,0.586,-0.203978,-0.512993,0.585994,2.15646e-05,6.56201e-06,5.62043e-06,3.03556
-0.404,-0.513,0.586,-0.404004,-0.512997,0.585998,4.2089e-06,2.95622e-06,2.37304e-06,3.10055
-0.204,-0.513,0.586,-0.203995,-0.513,0.585999,5.11729e-06,4.58302e-07,8.47319e-07,3.09658
-0.204,-0.313,0.586,-0.204001,-0.312999,0.586001,5.36396e-07,1.4692e-06,1.47703e-06,3.28366
-0.204,-0.513,0.586,-0.203999,-0.512985,0.585985,1.15565e-06,1.50407e-05,1.48454e-05,3.22092
-0.204,-0.713,0.586,-0.203998,-0.712994,0.585995,2.00009e-06,6.17552e-06,4.71786e-06,3.08958
-0.204,-0.513,0.586,-0.204001,-0.513009,0.586012,7.74656e-07,9.35074e-06,1.20661e-05,3.10601
-0.204,-0.513,0.786,-0.204,-0.513,0.785906,1.77083e-07,1.32249e-07,9.36115e-05,3.038
-0.204,-0.513,0.586,-0.204,-0.513,0.586086,2.47702e-07,1.05647e-07,8.59188e-05,3.0369
-0.204,-0.513,0.386,-0.204,-0.513004,0.386045,3.28357e-07,3.81237e-06,4.4937e-05,3.03508
-0.204,-0.513,0.586,-0.204,-0.512997,0.585926,1.60119e-07,2.70813e-06,7.44966e-05,3.04562
-0.31947,-0.62847,0.47053,-0.319473,-0.628469,0.470516,3.26455e-06,6.21584e-07,1.41753e-05,3.09654
-0.204,-0.513,0.586,-0.204033,-0.513032,0.585971,3.34971e-05,3.18607e-05,2.88242e-05,3.03578
-0.31947,-0.62847,0.70147,-0.319452,-0.628458,0.701445,1.83488e-05,1.23488e-05,2.52771e-05,3.04697
-0.204,-0.513,0.586,-0.203997,-0.513,0.586,2.80544e-06,1.28233e-08,2.02082e-08,3.09733
-0.31947,-0.39753,0.47053,-0.319458,-0.397544,0.470553,1.17403e-05,1.36131e-05,2.2941e-05,3.03677
-0.204,-0.513,0.586,-0.20401,-0.512987,0.585982,1.04617e-05,1.30169e-05,1.77114e-05,3.04734
-0.31947,-0.39753,0.70147,-0.319471,-0.397527,0.701469,1.39177e-06,2.61733e-06,7.67017e-07,3.09002
-0.204,-0.513,0.586,-0.204014,-0.512983,0.586024,1.38679e-05,1.74036e-05,2.35187e-05,3.03878
-0.0885299,-0.62847,0.47053,-0.0885675,-0.628427,0.470565,3.75196e-05,4.34446e-05,3.46645e-05,3.04307
-0.204,-0.513,0.586,-0.203958,-0.51304,0.585952,4.17624e-05,3.96868e-05,4.83999e-05,3.04192
-0.0885299,-0.62847,0.70147,-0.0885446,-0.628457,0.701447,1.46681e-05,1.271e-05,2.33315e-05,3.03744
-0.204,-0.513,0.586,-0.203983,-0.513016,0.586025,1.67135e-05,1.5762e-05,2.53121e-05,3.03664
-0.0885299,-0.39753,0.47053,-0.0885277,-0.39753,0.470533,2.22234e-06,3.96447e-08,2.68267e-06,3.09676
-0.204,-0.513,0.586,-0.203982,-0.512984,0.585972,1.83377e-05,1.59705e-05,2.76148e-05,3.04623
-0.0885299,-0.39753,0.70147,-0.0885687,-0.397568,0.701422,3.87153e-05,3.80641e-05,4.79215e-05,3.03554
-0.204,-0.513,0.586,-0.203962,-0.512962,0.586027,3.75425e-05,3.77394e-05,2.68859e-05,3.04668
