desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.104,-0.513,0.586,-0.104005,-0.513001,0.586002,5.09166e-06,1.14571e-06,2.2372e-06,1.95522
-0.204,-0.513,0.586,-0.204002,-0.512998,0.585995,1.88478e-06,2.06528e-06,5.1444e-06,1.96101
-0.304,-0.513,0.586,-0.303992,-0.512993,0.585992,7.6449e-06,7.14755e-06,7.69919e-06,1.95424
-0.204,-0.513,0.586,-0.203998,-0.513002,0.586004,2.40563e-06,1.56943e-06,4.41664e-06,1.96041
-0.204,-0.413,0.586,-0.204,-0.413016,0.586013,3.56449e-08,1.59414e-05,1.31791e-05,1.96287
-0.204,-0.513,0.586,-0.203999,-0.512997,0.585987,1.40997e-06,2.69123e-06,1.26133e-05,2.01333
-0.204,-0.613,0.586,-0.203998,-0.612987,0.58599,1.72085e-06,1.26466e-05,9.6915e-06,1.96046
-0.204,-0.513,0.586,-0.204001,-0.513003,0.586008,1.20047e-06,3.08839e-06,8.47777e-06,1.9616
-0.204,-0.513,0.686,-0.204,-0.513001,0.685988,2.15265e-07,8.60918e-07,1.19109e-05,1.95443
-0.204,-0.513,0.586,-0.203999,-0.513,0.586004,7.42184e-07,4.45318e-07,4.35314e-06,1.96277
-0.204,-0.513,0.486,-0.203999,-0.512999,0.486003,6.46525e-07,1.09208e-06,2.61675e-06,1.96102
-0.204,-0.513,0.586,-0.204,-0.513001,0.585991,4.30557e-07,7.01153e-07,9.31001e-06,1.95478
-0.261735,-0.570735,0.528265,-0.261735,-0.570732,0.528263,2.10838e-07,2.90945e-06,1.82427e-06,1.96361
-0.204,-0.513,0.586,-0.204017,-0.513018,0.585984,1.65701e-05,1.79306e-05,1.56825e-05,1.95564
-0.261735,-0.570735,0.643735,-0.26173,-0.570729,0.643725,5.17709e-06,5.55101e-06,9.54056e-06,1.96108
-0.204,-0.513,0.586,-0.204,-0.513002,0.586004,1.68568e-07,1.58689e-06,3.68369e-06,1.96184
-0.261735,-0.455265,0.528265,-0.26173,-0.45527,0.528278,4.79809e-06,4.85994e-06,1.26242e-05,1.95409
-0.204,-0.513,0.586,-0.204034,-0.512962,0.585953,3.44462e-05,3.80884e-05,4.73428e-05,1.90674
-0.261735,-0.455265,0.643735,-0.26173,-0.455269,0.643722,4.78507e-06,3.65398e-06,1.33133e-05,1.9501
-0.204,-0.513,0.586,-0.203999,-0.513,0.586,1.36919e-06,1.81433e-07,5.07894e-08,1.96224
-0.146265,-0.570735,0.528265,-0.146263,-0.570733,0.52826,1.88147e-06,1.59308e-06,4.93555e-06,1.95602
-0.204,-0.513,0.586,-0.203995,-0.513005,0.585991,5.29481e-06,5.11575e-06,9.45076e-06,1.96548
-0.146265,-0.570735,0.643735,-0.146264,-0.570733,0.643733,1.27298e-06,2.13072e-06,2.46152e-06,1.95093
-0.204,-0.513,0.586,-0.203994,-0.513006,0.586014,5.95946e-06,5.81748e-06,1.36801e-05,1.96282
-0.146265,-0.455265,0.528265,-0.14627,-0.455273,0.528276,4.91944e-06,7.58172e-06,1.05625e-05,1.96071
-0.204,-0.513,0.586,-0.204001,-0.512999,0.585995,8.22403e-07,1.27991e-06,5.10239e-06,1.95864
-0.146265,-0.455265,0.643735,-0.146262,-0.455263,0.643741,2.82175e-06,1.85051e-06,5.68404e-06,1.96159
-0.204,-0.513,0.586,-0.204,-0.512999,0.585994,1.28914e-07,8.3138e-07,5.91022e-06,1.95526
